query,label
"SELECT name, email FROM customers WHERE email='590';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('685', '698', 670);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('400', '240', 325);",benign
DELETE FROM sessions WHERE session_id='916';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('248', '549', 23);",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
UPDATE products SET price=985 WHERE id='447';,benign
DELETE FROM sessions WHERE session_id='225';,benign
UPDATE products SET price=203 WHERE id='768';,benign
SELECT * FROM users WHERE id='560';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
UPDATE products SET price=418 WHERE id='595';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='241';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='224';",benign
UPDATE products SET price=670 WHERE id='607';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=479 WHERE id='726';,benign
"SELECT name, email FROM customers WHERE email='783';",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('639', '144', 949);",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
SELECT * FROM users WHERE id='729';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price=932 WHERE id='585';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
UPDATE products SET price=669 WHERE id='203';,benign
"SELECT name, email FROM customers WHERE email='569';",benign
DELETE FROM sessions WHERE session_id='721';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('183', '723', 932);",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
DELETE FROM sessions WHERE session_id='454';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
UPDATE products SET price=872 WHERE id='319';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('114', '749', 886);",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='577';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
UPDATE products SET price=517 WHERE id='837';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='169';,benign
UPDATE products SET price=77 WHERE id='447';,benign
DELETE FROM sessions WHERE session_id='736';,benign
SELECT * FROM users WHERE id='433';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='795';",benign
"SELECT name, email FROM customers WHERE email='878';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
SELECT * FROM users WHERE id='568';,benign
"SELECT name, email FROM customers WHERE email='82';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='896';,benign
SELECT * FROM users WHERE id='294';,benign
"SELECT name, email FROM customers WHERE email='989';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('197', '706', 261);",benign
UPDATE products SET price=60 WHERE id='887';,benign
SELECT * FROM users WHERE id='83';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='875';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='941';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('677', '621', 180);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('530', '972', 617);",benign
DELETE FROM sessions WHERE session_id='784';,benign
UPDATE products SET price=871 WHERE id='902';,benign
SELECT * FROM users WHERE id='761';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('898', '707', 667);",benign
SELECT * FROM users WHERE id='329';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=280 WHERE id='240';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
DELETE FROM sessions WHERE session_id='280';,benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('443', '780', 359);",benign
"SELECT name, email FROM customers WHERE email='828';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
UPDATE products SET price=195 WHERE id='290';,benign
"SELECT name, email FROM customers WHERE email='757';",benign
UPDATE products SET price=498 WHERE id='176';,benign
UPDATE products SET price=404 WHERE id='557';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='760';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='721';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('439', '151', 92);",benign
"SELECT name, email FROM customers WHERE email='449';",benign
"SELECT name, email FROM customers WHERE email='199';",benign
"SELECT name, email FROM customers WHERE email='614';",benign
SELECT * FROM users WHERE id='44';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='268';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='466';,benign
UPDATE products SET price=715 WHERE id='32';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('641', '841', 720);",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
UPDATE products SET price=468 WHERE id='911';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
UPDATE products SET price=646 WHERE id='682';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='810';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='290';,benign
UPDATE products SET price=767 WHERE id='288';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('879', '439', 172);",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='345';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='68';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('878', '29', 391);",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='61';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='771';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('357', '419', 818);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('605', '385', 788);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('412', '207', 36);",benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='502';,benign
SELECT * FROM users WHERE id='146';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
SELECT * FROM users WHERE id='779';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='515';",benign
DELETE FROM sessions WHERE session_id='215';,benign
SELECT * FROM users WHERE id='396';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='834';",benign
"SELECT name, email FROM customers WHERE email='412';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"SELECT name, email FROM customers WHERE email='51';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('340', '944', 8);",benign
DELETE FROM sessions WHERE session_id='378';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('563', '724', 700);",benign
"SELECT name, email FROM customers WHERE email='156';",benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='736';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=747 WHERE id='61';,benign
DELETE FROM sessions WHERE session_id='426';,benign
UPDATE products SET price=350 WHERE id='916';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
UPDATE products SET price=338 WHERE id='552';,benign
"SELECT name, email FROM customers WHERE email='281';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id='893';,benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
UPDATE products SET price=451 WHERE id='83';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='166';",benign
"SELECT name, email FROM customers WHERE email='211';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='302';",benign
UPDATE products SET price=346 WHERE id='681';,benign
DELETE FROM sessions WHERE session_id='138';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('169', '454', 200);",benign
UPDATE products SET price=763 WHERE id='283';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('943', '685', 303);",benign
DELETE FROM sessions WHERE session_id='430';,benign
DELETE FROM sessions WHERE session_id='476';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
SELECT * FROM users WHERE id='337';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='42';,benign
"SELECT name, email FROM customers WHERE email='828';",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('45', '987', 417);",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id='783';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='277';",benign
SELECT * FROM users WHERE id='410';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('456', '17', 574);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='649';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('866', '87', 631);",benign
SELECT * FROM users WHERE id='977';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='833';",benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='282';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('577', '40', 815);",benign
DELETE FROM sessions WHERE session_id='407';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price=202 WHERE id='235';,benign
DELETE FROM sessions WHERE session_id='243';,benign
UPDATE products SET price=92 WHERE id='451';,benign
"SELECT name, email FROM customers WHERE email='868';",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"SELECT name, email FROM customers WHERE email='693';",benign
UPDATE products SET price=779 WHERE id='848';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='910';,benign
SELECT * FROM users WHERE id='734';,benign
SELECT * FROM users WHERE id='692';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('375', '643', 203);",benign
SELECT * FROM users WHERE id='11';,benign
UPDATE products SET price=41 WHERE id='222';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('366', '541', 438);",benign
DELETE FROM sessions WHERE session_id='283';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='714';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='544';,benign
UPDATE products SET price=476 WHERE id='684';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('122', '865', 73);",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
DELETE FROM sessions WHERE session_id='231';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='418';",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='595';",benign
"SELECT name, email FROM customers WHERE email='956';",benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
SELECT * FROM users WHERE id='450';,benign
SELECT * FROM users WHERE id='726';,benign
DELETE FROM sessions WHERE session_id='986';,benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='220';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=365 WHERE id='655';,benign
SELECT * FROM users WHERE id='179';,benign
UPDATE products SET price=917 WHERE id='506';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='515';",benign
UPDATE products SET price=950 WHERE id='572';,benign
SELECT * FROM users WHERE id='853';,benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price=793 WHERE id='794';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('165', '606', 51);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('58', '619', 803);",benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='321';",benign
"SELECT name, email FROM customers WHERE email='803';",benign
"SELECT name, email FROM customers WHERE email='804';",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('267', '821', 515);",benign
DELETE FROM sessions WHERE session_id='307';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
SELECT * FROM users WHERE id='765';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='381';",benign
"SELECT name, email FROM customers WHERE email='974';",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('905', '873', 457);",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='859';,benign
DELETE FROM sessions WHERE session_id='414';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('10', '623', 462);",benign
SELECT * FROM users WHERE id='72';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='104';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('679', '844', 384);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price=238 WHERE id='954';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('484', '493', 461);",benign
"SELECT name, email FROM customers WHERE email='577';",benign
DELETE FROM sessions WHERE session_id='399';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='891';,benign
DELETE FROM sessions WHERE session_id='388';,benign
SELECT * FROM users WHERE id='750';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('241', '50', 458);",benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('445', '707', 111);",benign
SELECT * FROM users WHERE id='619';,benign
SELECT * FROM users WHERE id='772';,benign
UPDATE products SET price=130 WHERE id='283';,benign
SELECT * FROM users WHERE id='95';,benign
"SELECT name, email FROM customers WHERE email='525';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='492';,benign
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='502';,benign
DELETE FROM sessions WHERE session_id='494';,benign
SELECT * FROM users WHERE id='419';,benign
